pass1,pass2,pass3,site_code,collection_date,genus,species,common_name,order,family,lowest_taxon,guild,transient_type,transient,is_diadromous
0,2,0,WM,2020-05-30,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
0,1,0,WM,2020-05-30,Lepomis,megalotis,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,3,2,EM,2020-09-08,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
15,5,0,EM,2020-09-08,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
3,3,3,EM,2020-09-08,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
6,1,1,EM,2020-09-08,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2020-09-08,Pimephales,vigilax,Bullhead Minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2020-09-08,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
1,1,1,EM,2020-09-08,Lepomis,megalotis,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,EM,2020-09-08,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
0,1,2,EM,2020-09-08,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,EM,2020-09-08,Dorosoma,petenense,Threadfin Shad,Clupeiformes,Clupeidae,D. petenense,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2020-09-08,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,2,0,WM,2020-09-08,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
2,2,0,WM,2020-09-08,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2020-09-08,Aphredoderus,sayanus,Pirate Perch,Percopsiformes,Aphredoderidae,A. sayanus,Fish,Freshwater,Freshwater,Freshwater
1,2,0,WM,2020-09-08,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,0,1,WM,2020-09-08,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,0,4,WM,2020-09-08,Lepomis,megalotis,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,0,1,WM,2020-09-08,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
39,5,10,GC,2020-09-09,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
5,1,3,GC,2020-09-09,Lepomis,microlophus,Redear Sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
8,2,3,GC,2020-09-09,Lepomis,miniatus,Redspotted Sunfish,Centrarchiformes,Centrarchidae,L. miniatus,Fish,Freshwater,Freshwater,Freshwater
2,3,2,GC,2020-09-09,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
15,8,14,GC,2020-09-09,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
28,7,7,GC,2020-09-09,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
1,3,0,GC,2020-09-09,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,3,0,GC,2020-09-09,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,GC,2020-09-09,Lepomis,megalotis,Hybrid Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,GC,2020-09-09,Cyprinella,venusta,Blacktail Shiner,Cypriniformes,Leuciscidae,C. venusta,Fish,Freshwater,Freshwater,Freshwater
0,1,0,GC,2020-09-09,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,0,1,GC,2020-09-09,Notropis,texanus,Weed Shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
15,14,5,PD,2020-09-09,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
4,0,0,PD,2020-09-09,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
4,4,1,PD,2020-09-09,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
10,6,1,PD,2020-09-09,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,4,3,PD,2020-09-09,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
5,18,1,PD,2020-09-09,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
20,15,4,PD,2020-09-09,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
1,1,0,PD,2020-09-09,Fundulus,chrysotus,Golden Topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
4,2,1,PD,2020-09-09,Lepomis,auritus,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
4,2,3,PD,2020-09-09,Lepomis,auritus,Bluegill hybrid,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
1,2,1,PD,2020-09-09,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,PD,2020-09-09,Lepomis,microlophus,Redear Sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
0,2,1,PD,2020-09-09,Fundulus,notatus,Blackstripe Topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
0,2,3,PD,2020-09-09,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,1,1,MR,2020-09-10,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
2,2,0,MR,2020-09-10,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,24,5,MR,2020-09-10,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,1,0,MR,2020-09-10,Lepomis,microlophus,Redear Sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
1,2,0,MR,2020-09-10,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,2,1,MR,2020-09-10,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,3,1,MR,2020-09-10,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,MR,2020-09-10,Gobiomorus,dormitor,Bigmouth Sleeper,Gobiiformes,Eleotridae,G. dormitor,Fish,Euryhaline,Transient,Euryhaline
0,0,1,MR,2020-09-10,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
11,10,7,SF,2020-09-11,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
7,1,2,SF,2020-09-11,Astyanax,mexicanus,Mexican Tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,SF,2020-09-11,Oreochromis,aureus,Blue Tilapia,Cichliformes,Cichlidae,O. aureus,Fish,Freshwater,Freshwater,Freshwater
10,10,6,SF,2020-09-11,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
19,9,9,SF,2020-09-11,Poecilia,latipinna,Amazon Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
6,8,8,SF,2020-09-11,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,SF,2020-09-11,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
9,10,5,TR,2020-09-11,Cyprinodon,variegatus,Sheepshead Minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
6,4,1,TR,2020-09-11,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
11,3,12,TR,2020-09-11,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,1,8,TR,2020-09-11,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
8,10,14,TR,2020-09-11,Poecilia,latipinna,Amazon Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,0,1,TR,2020-09-11,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,TR,2020-09-11,Oreochromis,aureus,Blue Tilapia,Cichliformes,Cichlidae,O. aureus,Fish,Freshwater,Freshwater,Freshwater
2,9,4,TR,2020-09-11,Lucania,parva,Rainwater Killifish,Cyprinodontiformes,Fundulidae,L. parva,Fish,Freshwater,Freshwater,Freshwater
0,0,3,TR,2020-09-11,Astyanax,mexicanus,Mexican Tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2020-09-15,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
1,1,0,PL,2020-09-15,Dormitator,maculatus,Fat Sleeper,Gobiiformes,Eleotridae,D. maculatus,Fish,Catadromous,Transient,Diadromous
30,21,23,PL,2020-09-15,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
4,0,0,PL,2020-09-15,Callinectes,sapidus,Blue Crab,Decapoda,Portunidae,C. sapidus,Invertebrate,Euryhaline,Transient,Euryhaline
1,0,1,PL,2020-09-15,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,1,PL,2020-09-15,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
3,1,0,PL,2020-09-15,Ameiurus,natalis,Yellow Bullhead Catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
3,2,3,PL,2020-09-15,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
8,8,5,PL,2020-09-15,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
3,3,2,PL,2020-09-15,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2020-09-15,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
2,0,0,PL,2020-09-15,Cyprinella,lutrensis,Unknown Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
0,3,3,PL,2020-09-15,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,PL,2020-09-15,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,PL,2020-09-15,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,PL,2020-09-15,Macrobrachium,ohione,Giant River Prawn,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
1,0,0,AR,2020-09-20,Gobiomorus,dormitor,Bigmouth Sleeper,Gobiiformes,Eleotridae,G. dormitor,Fish,Euryhaline,Transient,Euryhaline
19,9,6,AR,2020-09-20,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
16,12,0,AR,2020-09-20,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,2,0,AR,2020-09-20,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
6,3,2,AR,2020-09-20,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,1,1,AR,2020-09-20,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2020-09-20,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
3,4,3,AR,2020-09-20,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
7,8,4,AR,2020-09-20,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,1,AR,2020-09-20,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
2,0,1,AR,2020-09-20,Macrobrachium,ohione,Giant River Prawn,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
2,0,0,AR,2020-09-20,Lepomis,macrochirus,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2020-09-20,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
2,1,0,GC,2020-11-02,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
5,6,2,GC,2020-11-02,Lepomis,microlophus,Redear Sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
5,7,4,GC,2020-11-02,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
4,4,5,GC,2020-11-02,Lepomis,miniatus,Redspotted Sunfish,Centrarchiformes,Centrarchidae,L. miniatus,Fish,Freshwater,Freshwater,Freshwater
6,3,1,GC,2020-11-02,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
2,1,2,GC,2020-11-02,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
6,5,2,GC,2020-11-02,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,GC,2020-11-02,Fundulus,grandis,Gulf Killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
4,10,7,GC,2020-11-02,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,2,3,GC,2020-11-02,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,1,2,GC,2020-11-02,Fundulus,chrysotus,Golden Topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
0,2,1,GC,2020-11-02,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
72,35,24,PL,2020-11-02,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
184,72,49,PL,2020-11-02,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
37,24,16,PL,2020-11-02,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
2,0,0,PL,2020-11-02,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
32,30,14,PL,2020-11-02,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,0,1,PL,2020-11-02,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
8,5,3,PL,2020-11-02,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
2,1,0,PL,2020-11-02,Mugil,cephalus,Striped Mullet,Mugiliformes,Mugilidae,M. cephalus,Fish,Anadromous,Transient,Diadromous
1,1,0,PL,2020-11-02,Dormitator,maculatus,Fat Sleeper,Gobiiformes,Eleotridae,D. maculatus,Fish,Catadromous,Transient,Diadromous
4,1,0,PL,2020-11-02,Macrobrachium,ohione,Giant River Prawn,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
2,0,1,PL,2020-11-02,Ameiurus,natalis,Yellow Bullhead Catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
4,2,2,PL,2020-11-02,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
0,1,0,PL,2020-11-02,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,PL,2020-11-02,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
36,20,16,AR,2020-11-03,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
12,5,2,AR,2020-11-03,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
5,0,1,AR,2020-11-03,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
26,18,14,AR,2020-11-03,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
14,11,5,AR,2020-11-03,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
54,28,8,AR,2020-11-03,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
2,0,0,AR,2020-11-03,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
2,0,0,AR,2020-11-03,Lepomis,megalotis,Hybrid Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
3,1,0,AR,2020-11-03,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,AR,2020-11-03,Macrobrachium,ohione,Giant River Prawn,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
0,1,0,AR,2020-11-03,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,AR,2020-11-03,Ameiurus,melas,Bullhead Catfish,Siluriformes,Ictaluridae,A. melas,Fish,Freshwater,Freshwater,Freshwater
1,0,0,MR,2020-11-03,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,MR,2020-11-03,Poecilia,latipinna,Amazon Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
3,1,1,MR,2020-11-03,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
22,23,4,MR,2020-11-03,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
3,7,3,MR,2020-11-03,Fundulus,chrysotus,Golden Topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
10,10,9,MR,2020-11-03,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,0,0,MR,2020-11-03,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,MR,2020-11-03,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
3,0,1,MR,2020-11-03,Lepomis,microlophus,Redear Sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,MR,2020-11-03,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,MR,2020-11-03,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,1,1,MR,2020-11-03,Lepomis,megalotis,Longear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,1,2,MR,2020-11-03,Micropterus,salmoides,Largemouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
0,0,1,MR,2020-11-03,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,MR,2020-11-03,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,SF,2020-11-04,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,2,1,SF,2020-11-04,Oreochromis,aureus,Blue Tilapia,Cichliformes,Cichlidae,O. aureus,Fish,Freshwater,Freshwater,Freshwater
33,39,14,SF,2020-11-04,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
44,20,17,SF,2020-11-04,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
63,35,35,SF,2020-11-04,Poecilia,latipinna,Amazon Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
13,6,13,SF,2020-11-04,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
10,4,1,SF,2020-11-04,Astyanax,mexicanus,Mexican Tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,SF,2020-11-04,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
245,209,338,TR,2020-11-04,Cyprinodon,variegatus,Sheepshead Minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
16,0,0,TR,2020-11-04,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
90,22,33,TR,2020-11-04,Gambusia,affinis,Western Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
9,5,0,TR,2020-11-04,Fundulus,grandis,Gulf Killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
